"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-link-normal href","a-size-mini","a-size-base 3","a-size-base 4","a-size-base href 2","a-size-base 5","a-size-base 6","a-color-success","a-size-mini 2","a-size-mini href","a-size-mini 3"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AH6VSAAIPOPBAWSZFCXSAGRLY3EA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","ももまま","https://www.amazon.co.jp/gp/customer-reviews/R1LXBUTHHV9QGZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち5.0","使用感よかったです","2024年8月26日に日本でレビュー済み","https://www.amazon.co.jp/EMEET-HS50-%E3%83%8E%E3%82%A4%E3%82%BA%E3%82%AD%E3%83%A3%E3%83%B3%E3%82%BB%E3%83%AA%E3%83%B3%E3%82%B0-%E3%82%AA%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%98%E3%83%83%E3%83%89%E3%82%BB%E3%83%83%E3%83%88-%E3%83%A1%E3%83%BC%E3%82%AB%E3%83%BC2%E5%B9%B4%E4%BF%9D%E8%A8%BC%E4%BB%98%E3%81%8D/product-reviews/B0D2L64WQJ/ref=cm_cr_getr_d_rvw_rvwer?ie=UTF8&reviewerType=avp_only_reviews&pageSize=10","Amazonで購入","使いやすいです。","レポート","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hNe%2F2OT8gu05xW%2B035cJdxC1M9LkwUca5VL6YLyw6hlwAAAAAGfzyWwAAAAB&reviewId=R1LXBUTHHV9QGZ","コメントを表示","","","","",""
"https://www.amazon.co.jp/gp/profile/amzn1.account.AF7664VH3FTQ6GPEHMYA5OHA6VHA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/817db9ff-4e9c-4907-b8b7-08311037f295._CR0,0,367,367_SX48_.jpg","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/817db9ff-4e9c-4907-b8b7-08311037f295._CR0,0,367,367_SX48_.jpg""/>","くまぷう","https://www.amazon.co.jp/gp/customer-reviews/R29R50N9CXAC54/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち5.0","驚きの高音質です。","2024年11月4日に日本でレビュー済み","","(","高音も低音も良く出ており、またキレのあるサウンドで音楽再生にとても良いと思います。Bluetooth接続よりも良いのは当然としても、USB接続でこれだけの高音質は驚きでした。USB-A対応アダプタが同梱されており、USB-CとUSB-Aの両対応になっています。Windows10の場合は特にドライバをインストールする必要はなく、挿せば動作する仕様になっていました。また、軽量に出来ており、長時間の装着でも負担は少ない様です。注意点としては、オープンエア仕様なので音漏れする事ぐらいでしょうか。気に入って使っています。オススメさせて頂きます。","レポート","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hATQL4vgJvroXX9JverVk0q2re16TlG9LUT8BkIexS96AAAAAGfzyWwAAAAB&reviewId=R29R50N9CXAC54","コメントを表示","","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AH5KAGGO2B4PSB5EL2M4AKIZNGGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","taco-x","https://www.amazon.co.jp/gp/customer-reviews/RNOGF0YPE2MAB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち4.0","惜しい。マイクもケーブルも「右側」から出ているのが難点。PS5でも使えました。ブームが短く、息が吹きかかってノイズになることを避けられます。","2024年6月16日に日本でレビュー済み","","(","特に右利きの方は ご注意ください。このヘッドセットは、マイクもケーブルも「右側のヘッドフォン」から出ています。製品写真のように使用することは可能ですが、ヘッドフォンの左右を逆に装着することになります。※ 製品写真を拡大すると、ヘッドフォンバンド先端に「R」と記載されているのが 見えると思います。　 まぁ そのうち、写真自体が修正されるかもしれませんが...。当方では、WindowsPC(Skype, Teams) と PS5 で動作確認を行いました。□この製品が向いている人・PCだけでなく、PS5でも使いたい。・左右から音が出るタイプのヘッドセットが良い。片側だけは嫌だ。・周囲の音は、聞こえにくくなってもよい。・初めて使うので、細かい調整はできなくてもよい。　箱から出して接続すれば、そのまま普通に使えるものが良い。・会議や通話などの会話がメイン。　相手の声が聞きとりやすく、相手にも こちらの声が伝わりやすいものが良い。・時々、息抜き程度に 音楽が聴けたりできるようなものが良い。再生品質にはこだわらない。・パソコンで使うことが多い。・安定して使えるUSB接続がよい。Bluetoothは避けたい。　メインはC端子。A端子への接続はアダプター経由でよい。・マイクミュート、ヘッドフォンミュート は 1発でできる ボタン(中間リモコン)が欲しい。・ヘッドフォンの音量調整は、パソコン側の音量を変える デジタルボリュームで良い。□良かったこと・ブームが短いので、息が吹きかかってノイズになることを避けられます。：ブーム自体が短く かつ 曲げられないので、ブレスが吹きかかることは ほとんどないです。　初心者がやらかしがちなミスを避けられます。・聞き取りやすい ノイキャン付きマイク。(感じ方には個人差があります)：Skypeのテスト通話で 本ヘッドセットで拾った声を確認しましたが　ノイズキャンセリングが良く聞いているようで、聞き取りやすい声だと感じました。　とはいえ、透き通った声というよりは 、やや「こもった声」に聞こえる傾向があります。・結構軽い。C端子→A端子 変換アダプタ込みで、実測129gでした。：ヘッドフォンのバンド長さ調節には、一部金属パーツが使われるなど、　軽量化 と 力のかかる部分の強化 が バランスよく考えられているように感じました。・耳当て部は、ビニールレザー系。スポンジ丸出しではないので、耐久性は良さそう。：レザー部は適度に柔らかく、掃除もしやすいです。　スポンジ丸出しのものだと、耳周囲の皮脂を吸収するなどして ボロボロになりやすいのですが　清潔な状態を維持しやすいです。□気になったこと・マイクブームの調整は、角度調整のみ。：ブームの付け根で、回転するのみです。「長さ調節や曲げ」はできません。　※ 調整範囲は狭いですが、よく声は拾ってくれるので 実用上は問題ありませんでした。・ミュートボタンは、本ヘッドセット側で勝手にブロックするもののようです。：SkypeとTeamsでの確認ですが、ソフトやOS側にはミュート状態は伝わっていないようです。　現状ではリモコンにあるLEDの点灯状況で確認するしかないです。　(Web会議アプリ側の更新で 状況は変わる可能性があります)・マイクのブームとケーブルは右側のヘッドホン部から出る。：右利きの人は、要注意です。ノートPCのUSB端子は、自分から見て左側にあることが多いので　メモを取ったり マウスを操作する際に、なにかとケーブルが邪魔になりがちです。　最悪の場合、操作中 腕や肩にケーブルがぶつかり、ノイズとして拾う可能性も否定できません。　※ ヘッドフォンの装着方向が左右逆になることを許容できれば、左方向から出すことは可能です。□PS5での注意点注意：あらかじめ設定画面から音声の出力先とマイクを、本ヘッドセットに変更してください。　　　(当方では、初期型PS5正面にあるUSB2.0のA端子に接続しています)・ヘッドセットにある、ヘッドフォンの音量調整ボタンについて：使えません。音調調整は、PS5の設定画面から 行ってください。・ヘッドフォンでの3D音声出力について。(有効時の感じ方には個人差があります)：PS5のファームウェアを更新していれば、有効にできます。　とはいえ、当方では7.1ch/5.1chのスピーカーを使って 立体音響を再生していますが　ヘッドホンの3D再生は、前後方向の距離感の再現度※が明らかに低くなり、常用に耐えません。　※ FPS等で 敵の位置を正確に把握することが困難。・ヘッドセットにある、ヘッドフォンのミュートボタンについて：使えます。有効にすると、ゲーム中のサウンドが聞こえなくなるので注意してください。　なお、ミュートボタンの状態ですが、PS5側には通知されません。・ヘッドセットにある、マイクのミュートボタンについて：使えます。有効にすると、こちらのマイクの音声が相手に伝わらなくなります。　なお、ミュートボタンの状態ですが、PS5側には通知されません。　※次項のDualSenceのマイクミュートと重複してしまうので、ぶっちゃけ使うべきではありません。・DualSence(コントローラー)のミュートボタンについて：使えます。押すと、こちらのヘッドセットのマイク音声が相手に伝わらなくなります。　PS5側はミュート状態を把握していて、画面通知やコントローラのLED点灯状態も変わるだけでなく　コントローラーから一切手を離さずに操作できるので、マイクのミュートはこちらでやるべきです。なお、本動作確認は PS5の設定画面で、レビュー時点での最新ファームを適用して実施しました。個々のゲームやアプリ(Discord等)での動作保証をするものではありません。ご参考になれば幸いです","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMxhe9gC9AjxcQJF9IYvgT1TRBFpf00oZq55AW%2FoTb7wAAAAAGfzyWwAAAAB&reviewId=RNOGF0YPE2MAB","レポート","コメントを表示","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AG22JZF34PHMYG3GR4RMHNYA4WDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","asproty","https://www.amazon.co.jp/gp/customer-reviews/R3TEQG4Q9SO4J7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち3.0","声の拾いは良いですが周りの音もしっかり拾います。","2024年6月26日に日本でレビュー済み","","(","声の拾いは良いですが周りの音も拾います。見た目は良いですUSB端子を挿すだけで簡単に使えますＲＬの表示を見てセットすると、マイクは右付き、線は右から出てますマイクはまだ良いにしても、線は手の動きを邪魔しますマイクが裏表逆になるので、向きを変えて使ってねということなのでしょうが左右逆にセットするだけで違和感を感じてしまいますマイクは収音力は有ります小声でもしっかり拾ってくれます逆に周りの音もしっかり拾ってしまいます2m離れた自分の声も拾いました静かな部屋の中で一人で話す分には問題ないでしょう事務所などで会話するには不向きでしょう","2人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGEXmU9WdjfyPKSl2T%2FDvdSj2luuCnwHu4rUFw%2F6suKtAAAAAGfzyWwAAAAB&reviewId=R3TEQG4Q9SO4J7","レポート","コメントを表示","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AFY7X32CGCL2G6PJQDF6RB6FSJTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","tako","https://www.amazon.co.jp/gp/customer-reviews/R3IA9IA40T3GTO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち4.0","実用上は問題ないものの音の立ち上がりが遅い","2024年6月20日に日本でレビュー済み","","(","--　USB 接続のヘッドセットです。アダプタを外せば Type C にもそのまま挿せます。英語日本語併記のマニュアルが付属します。指摘している方も居ますが、本品はマイクアームの付いている方が「右側」です（本体表記の他、ステレオ音源でも確認）。Web 会議では支障はありませんが音楽等を聴く場合にはご注意ください。今回は Teams の会議に使用してみました。　音は僅かにこもり気味な印象ですが、相手の声やこちら側の発音は問題なく聞き取れます。マイクは外音をあまり拾わないので相対的にクリアに聞こえるようです。本品コントローラの音量調整は Windows の音量と連動しますが、マイクやスピーカのミュートボタンは Windows 側では認識できず Teams の表示も変わりません。コントローラのインジケータで確認する必要があります。　気になったのは Windows の通知音などは音の立ち上がりが鈍く最初の部分が聞こえないこと。Web 会議の会話等では問題ないのですが、本品着けっぱなしで通常の PC 作業をしていると音の鳴るタイミングで違和感があります。その点だけ減じます。価格も廉く、この通話品質なら会議での使用になにも問題ありません。この評価です。","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hN%2FhkMDAnpeHvCvxpoBW4gEqWg2Vw%2FNiTZpFhG%2FKW%2B8KAAAAAGfzyWwAAAAB&reviewId=R3IA9IA40T3GTO","レポート","コメントを表示","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AF664IW3KRTEVR5PS2LVL77ECERA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","たける","https://www.amazon.co.jp/gp/customer-reviews/RHAWJE5JISZHY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち4.0","Web会議には最適","2024年7月15日に日本でレビュー済み","","(","有線のマイク付きヘッドセットです。端子はUSB Type-Cですが、Type-C→Type-Aの変換アダプタがついているため、Type-Aのポートにも接続可能です。イヤーパッドは小さめなので、ここは好みが出ると思います。私は耳を覆うくらいのサイズのほうが好みなので、多少ですが耳にパッドの圧迫感を感じます。Web会議程度であればマイクもスピーカーも特に問題なく、快適に使用可能です。有線なのでバッテリー切れの心配をしなくて良いところもメリットです。ノイズキャンセリングは正直効果がわかりませんでした。そもそも耳を完全に覆っていないのでパッドの隙間から音が入ってくるため、ノイズキャンセリングの必要性自体が薄いように思います。後、ケーブルが右側から出ているのは気になりますね。利き手と干渉しやすいので。会議用のヘッドセットとしては必要十分な機能がありますので、有線でお探しであればおすすめできる商品です。","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAMxCBTu1gjbE0w3hpIso%2FwCc5YA83ufO5uN%2FZshqKZrAAAAAGfzyWwAAAAB&reviewId=RHAWJE5JISZHY","レポート","コメントを表示","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AHWFHCACUHFOGTDNW26KAXWZIEPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/5bda6570-a59c-44ee-815f-da4c718f0d07._CR62,0,375,375_SX48_.jpg","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/5bda6570-a59c-44ee-815f-da4c718f0d07._CR62,0,375,375_SX48_.jpg""/>","tatsu","https://www.amazon.co.jp/gp/customer-reviews/R3BY8J18IBU6EB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち5.0","けっこう高音質","2024年8月1日に日本でレビュー済み","","(","USB接続ですぐに使えるヘッドセットノイズキャンセルマイクのお陰か、こちらの声はけっこうクリアに聞こえるし録音も出来るイヤーパット部分が小さいが、大きいヘッドフォンに負けないくらい良音に聞こえるそれは音圧があるというよりも、シャープ＆クリアに聞きたい音域が聞こえる感じ重低音域はあまり無いので、通話や収録、LIVE配信向きだと思いますUSBはAでもCでも可。サイズ調節はほとんどのヘッドフォンで出来ますが、イヤー部分のみの角度を変えられるのは珍しい。自分の耳の形状に合わせて位置を稼働できるのでフィット感が高いです。マイクは270°自在に。通話中にドリンクを飲む時などにマイクが邪魔にならなくて良いです。操作用にミュートボタンがありますが、例えばこのボタンだけもう少し突起させておくとか、色を変えるとか、大きさを変えるとかして欲しかったです。出来るだけ手元をノールックで操作したい。本体は軽量。細かい音が聴きやすいので、動画編集とかにも良いかも。適度に耳を挟んでくれるので長時間使用していても耳が痛くなることはなかったです。あとは耐久性。長持ちしたらいいなと期待しています。","USB接続ですぐに使えるヘッドセットノイズキャンセルマイクのお陰か、こちらの声はけっこうクリアに聞こえるし録音も出来るイヤーパット部分が小さいが、大きいヘッドフォンに負けないくらい良音に聞こえるそれは音圧があるというよりも、シャープ＆クリアに聞きたい音域が聞こえる感じ重低音域はあまり無いので、通話や収録、LIVE配信向きだと思いますUSBはAでもCでも可。サイズ調節はほとんどのヘッドフォンで出来ますが、イヤー部分のみの角度を変えられるのは珍しい。自分の耳の形状に合わせて位置を稼働できるのでフィット感が高いです。マイクは270°自在に。通話中にドリンクを飲む時などにマイクが邪魔にならなくて良いです。操作用にミュートボタンがありますが、例えばこのボタンだけもう少し突起させておくとか、色を変えるとか、大きさを変えるとかして欲しかったです。出来るだけ手元をノールックで操作したい。本体は軽量。細かい音が聴きやすいので、動画編集とかにも良いかも。適度に耳を挟んでくれるので長時間使用していても耳が痛くなることはなかったです。あとは耐久性。長持ちしたらいいなと期待しています。","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hL0d4BH4F9hmbJRYiJflfOnArV2jPUYzZ1AO9%2BKvhdzOAAAAAGfzyYoAAAAB&reviewId=R3BY8J18IBU6EB","レポート","コメントを表示","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AG3TOG475TMACZSGEIV4PAC2VABA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/519007e7-60eb-4172-9cc1-84733620bdb2._CR3,0,264,264_SX48_.jpg","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/519007e7-60eb-4172-9cc1-84733620bdb2._CR3,0,264,264_SX48_.jpg""/>","アマゾンカスタマー","https://www.amazon.co.jp/gp/customer-reviews/RZZR2JJ6EOL92/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち4.0","予想より低音の厚みと響きあって良い感じ","2024年6月16日に日本でレビュー済み","","(","ちゃんと箱入りの本体と説明書（日本語あり）とUSB端子はType C→Type A変換コネクタ付き。装着感は頭大き目の自分には締め付けちょうどぐらい。きつくもなく緩くもなく良い感じです。頭に当たる部分もクッションあって良いし重さも気にならない程度。Windows11で動作確認しましたが、価格からあまり期待してなかったのですが予想より低音の厚みと響きあって良い感じ。音楽系聴くと中低音がよく高音は少し抑えてるが普通に聞ける感じです。特にドラムとか厚みと響きを感じる音するのでロック系は自分的には良い。ポップス系のボーカル中心だともうちょいクリアーさが欲しい気もするが、ここでも低音が押してくる感じ。エージング進めば落ち着くかも知れない。動画配信だと声がちょうど聞きやすい程度で良いかな。Type C端子でアンドロイドのスマホでも認識し使えました。音は似た感じで低音よりの音。Type C端子あるのでスマホやタブレット類でも使えて良いです。マイクの音は小さい声でも拾う感じ。録音したものだけど、若干こちらも低音よりで響きが入る感じもあるかな。使わないときは上に向ければ邪魔にならなくて良いです。正直、見た目と価格からは想像できない音出して来て驚きました。インナーイヤホンじゃ物足りない、でも耳を覆うほどのも・・という方は一度試してみるのは良いかも。マイクも付いてるのでボイスチャット用にも良い。","ちゃんと箱入りの本体と説明書（日本語あり）とUSB端子はType C→Type A変換コネクタ付き。装着感は頭大き目の自分には締め付けちょうどぐらい。きつくもなく緩くもなく良い感じです。頭に当たる部分もクッションあって良いし重さも気にならない程度。Windows11で動作確認しましたが、価格からあまり期待してなかったのですが予想より低音の厚みと響きあって良い感じ。音楽系聴くと中低音がよく高音は少し抑えてるが普通に聞ける感じです。特にドラムとか厚みと響きを感じる音するのでロック系は自分的には良い。ポップス系のボーカル中心だともうちょいクリアーさが欲しい気もするが、ここでも低音が押してくる感じ。エージング進めば落ち着くかも知れない。動画配信だと声がちょうど聞きやすい程度で良いかな。Type C端子でアンドロイドのスマホでも認識し使えました。音は似た感じで低音よりの音。Type C端子あるのでスマホやタブレット類でも使えて良いです。マイクの音は小さい声でも拾う感じ。録音したものだけど、若干こちらも低音よりで響きが入る感じもあるかな。使わないときは上に向ければ邪魔にならなくて良いです。正直、見た目と価格からは想像できない音出して来て驚きました。インナーイヤホンじゃ物足りない、でも耳を覆うほどのも・・という方は一度試してみるのは良いかも。マイクも付いてるのでボイスチャット用にも良い。","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAtdmH%2F7nJzDemrFK01puU4r3CNYoMAdLsL2f%2BibDG6KAAAAAGfzyYoAAAAB&reviewId=RZZR2JJ6EOL92","レポート","コメントを表示","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AGJB6JRJUNHGESR6W7GPJXAEQ3BA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/530555be-134b-4f84-9ba6-50af8d3b0220._CR0,0,373,373_SX48_.jpg","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/530555be-134b-4f84-9ba6-50af8d3b0220._CR0,0,373,373_SX48_.jpg""/>","からから","https://www.amazon.co.jp/gp/customer-reviews/R3E79JCDAJBCES/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち3.0","ヘッドバンドは最小限です","2024年6月29日に日本でレビュー済み","","(","品質は悪くありませんが、ヘッドバンドが細く、クッションがスポンジを布でくるんだだけという感じでその点は残念です。音質とかは価格相応という感じで可も不可もないと思います。","レポート","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDFRYUVZ%2BXA%2BbGSUwGYlDFsbYNSimDSmK%2B%2BFrnPzCinQAAAAAGfzyYoAAAAB&reviewId=R3E79JCDAJBCES","コメントを表示","","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AEXPAHLSBTZUY3OGHIIH5AGR2GIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","HighRock","https://www.amazon.co.jp/gp/customer-reviews/RYZH91G995AG3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち5.0","問題なく通話できます","2024年6月18日に日本でレビュー済み","","(","今まで片耳タイプのヘッドセットを使っていましたが、両耳タイプのヘッドセットも興味があり注文してみた。個人的に片耳タイプの時からヘッドセットに絶対必要と考えていたのは「ノイズキャンセリングマイクが付いていること」、「ノイズが乗りやすいアナログ端子の商品は選ばない」、「遅延や通信トラブルが起きそうなワイヤレス方式の商品は選ばない」と言ったのが必須条件で、それ以外は「イヤーパッドなどのスポンジ部分が交換できること」あたりを条件に考えていました。この商品は頭の円弧部分は最初スポンジかと思ったけれどクッション性のある織布のようでボロボロと千切れ落ちてくることは無さそう。円弧部分の左右を伸ばすこともできるので頭のサイズにフィットさせることも出来ます。イヤーパッド部分は合皮のようなナイロン素材っぽく、そのうち割れて千切れそうだけれど軽く引っ張ると外して交換できそう。USB端子はType-Cが基本でType-CをType-Aに変換するアダプターが付属しているため、パソコンのUSB端子形状が限定されると言うことは無い。実際に使ってみるとWindows11のノートパソコンには自動でドライバもインストールされてすぐにWeb会議で使うことが出来ました。音量調節ボタンは基本的に当方では片耳タイプのヘッドセットでも操作することがなく、この商品でも操作することなく使えました。マイクについてはWeb会議の相手からは変なノイズも入らず特に違和感なく声が聞こえているようでしたので、この商品だから良いと言うわけではなくともノイズキャンセリングは問題なく機能しているようです。ただ、片耳タイプだと自分の声が聞こえるため声の音量をある程度調整できるけれど、両耳タイプだと自分の声が耳から聞こえにくくなり、どんどん声の音量を上げて会話してしまうことに気付きました。購入をご検討の際は、片耳タイプか両耳タイプ、どちらが自身にとって良さそうかも検討されることをおすすめします。総合評価としては特に不都合を感じることはないので★5としました。商品選定条件にあうようでしたら購入対象候補の1つにしても良いと思います。","1人のお客様がこれが役に立ったと考えています","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hL%2F4Fr0fRG101pbt%2FHiPOrfxtqy1cL05RBE2tCmSeDoYAAAAAGfzyYoAAAAB&reviewId=RYZH91G995AG3","レポート","コメントを表示","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
"https://www.amazon.co.jp/gp/profile/amzn1.account.AFBI42OQHFMSMWKOFWNMV66DRAAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","<img src=""https://images-fe.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","コルババさん","https://www.amazon.co.jp/gp/customer-reviews/R5MK8PCWXQT27/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0D2L64WQJ","5つ星のうち4.0","テレワークにちょうどいい","2024年6月16日に日本でレビュー済み","","(","ソフトウェアをインストール不要で使用できます。PCやAndroid携帯などで使用。テレワークでのストレスが軽減されました。ものすごく音質がいいわけではありませんが、十分です。","レポート","https://www.amazon.co.jp/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hCm3fA1WYkAl2TR9SleS%2B%2FYPs1Gn%2BsK080oo3p1XtVolAAAAAGfzyYoAAAAB&reviewId=R5MK8PCWXQT27","コメントを表示","","Amazon Vine先取りプログラムカスタマーによる無料商品のレビュー","詳細","https://www.amazon.co.jp/gp/vine/help?ie=UTF8",")"
